"url","id","label","label_it","label_en","label_de","level"
"903","90.3","Attività di supporto alle creazioni e alle arti performative e rappresentazioni artistiche","Attività di supporto alle creazioni e alle arti performative e rappresentazioni artistiche","Support activities to arts creation and performing arts","Erbringung von Dienstleistungen für kunstschaffende Tätigkeiten und darstellende Künste","3"
"9031","90.31","Gestione di strutture e spazi per le arti","Gestione di strutture e spazi per le arti","Operation of arts facilities and sites","Betrieb von Einrichtungen für kunstschaffende Tätigkeiten und darstellende Künste","4"
"90310","90.31.0","Gestione di strutture e spazi per le arti","Gestione di strutture e spazi per le arti","Operation of arts facilities and sites","Betrieb von Einrichtungen für kunstschaffende Tätigkeiten und darstellende Künste","5"
"903100","90.31.00","Gestione di strutture e spazi per le arti","Gestione di strutture e spazi per le arti","Operation of arts facilities and sites","Betrieb von Einrichtungen für kunstschaffende Tätigkeiten und darstellende Künste","6"
"9039","90.39","Altre attività di supporto alle arti performative e alle rappresentazioni artistiche","Altre attività di supporto alle arti performative e alle rappresentazioni artistiche","Other support activities to arts and performing arts","Erbringung von sonstigen Dienstleistungen für kunstschaffende Tätigkeiten und darstellende Künste","4"
"90390","90.39.0","Altre attività di supporto alle arti performative e alle rappresentazioni artistiche","Altre attività di supporto alle arti performative e alle rappresentazioni artistiche","Other support activities to arts and performing arts","Erbringung von sonstigen Dienstleistungen für kunstschaffende Tätigkeiten und darstellende Künste","5"
"903901","90.39.01","Attività nel campo della regia","Attività nel campo della regia","Activities of directing","Regietätigkeit","6"
"903909","90.39.09","Altre attività di supporto alle arti performative e alle rappresentazioni artistiche n.c.a.","Altre attività di supporto alle arti performative e alle rappresentazioni artistiche n.c.a.","Other support activities to arts and performing arts n.e.c.","Erbringung von sonstigen Dienstleistungen für kunstschaffende Tätigkeiten und darstellende Künste a. n. g.","6"
"91","91","Attività di biblioteche, archivi, musei e altre attività culturali","Attività di biblioteche, archivi, musei e altre attività culturali","Libraries, archives, museums and other cultural activities","Bibliotheken, Archive, Museen, botanische und zoologische Gärten","2"
"911","91.1","Attività di biblioteche e archivi","Attività di biblioteche e archivi","Library and archive activities","Bibliotheken und Archive","3"
"9111","91.11","Attività di biblioteche","Attività di biblioteche","Library activities","Bibliotheken","4"
"91110","91.11.0","Attività di biblioteche","Attività di biblioteche","Library activities","Bibliotheken","5"
"911100","91.11.00","Attività di biblioteche","Attività di biblioteche","Library activities","Bibliotheken","6"
"9112","91.12","Attività di archivi","Attività di archivi","Archive activities","Archive","4"
"91120","91.12.0","Attività di archivi","Attività di archivi","Archive activities","Archive","5"
"911200","91.12.00","Attività di archivi","Attività di archivi","Archive activities","Archive","6"
"912","91.2","Attività di musei, collezioni, luoghi e monumenti storici","Attività di musei, collezioni, luoghi e monumenti storici","Museum, collection, historical site and monument activities","Museen, Sammlungen, historische Stätten und Denkmäler","3"
"9121","91.21","Attività di musei e collezioni","Attività di musei e collezioni","Museum and collection activities","Museen und Sammlungen","4"
"91210","91.21.0","Attività di musei e collezioni","Attività di musei e collezioni","Museum and collection activities","Museen und Sammlungen","5"
"912100","91.21.00","Attività di musei e collezioni","Attività di musei e collezioni","Museum and collection activities","Museen und Sammlungen","6"
"9122","91.22","Attività di luoghi e monumenti storici","Attività di luoghi e monumenti storici","Historical site and monument activities","Historische Stätten und Denkmäler","4"
"91220","91.22.0","Attività di luoghi e monumenti storici","Attività di luoghi e monumenti storici","Historical site and monument activities","Historische Stätten und Denkmäler","5"
"912200","91.22.00","Attività di luoghi e monumenti storici","Attività di luoghi e monumenti storici","Historical site and monument activities","Historische Stätten und Denkmäler","6"
"913","91.3","Conservazione, restauro e altre attività di supporto al patrimonio culturale","Conservazione, restauro e altre attività di supporto al patrimonio culturale","Conservation, restoration and other support activities for cultural heritage","Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe","3"
"9130","91.30","Conservazione, restauro e altre attività di supporto al patrimonio culturale","Conservazione, restauro e altre attività di supporto al patrimonio culturale","Conservation, restoration and other support activities for cultural heritage","Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe","4"
"91300","91.30.0","Conservazione, restauro e altre attività di supporto al patrimonio culturale","Conservazione, restauro e altre attività di supporto al patrimonio culturale","Conservation, restoration and other support activities for cultural heritage","Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe","5"
"913001","91.30.01","Conservazione e restauro del patrimonio culturale","Conservazione e restauro del patrimonio culturale","Conservation and restoration of cultural heritage","Konservierung und Restaurierung des kulturellen Erbes","6"
"913002","91.30.02","Creazione e gestione di apparecchiature multimediali per l'accompagnamento alle visite in musei e altri siti culturali","Creazione e gestione di apparecchiature multimediali per l'accompagnamento alle visite in musei e altri siti culturali","Creation and operation of multimedia equipment adapted for tours in museums and other cultural sites","Herstellung und Betrieb von multimedialen Geräten für Museums- und andere kulturelle Besichtigungen","6"
"913009","91.30.09","Altre attività di supporto al patrimonio culturale","Altre attività di supporto al patrimonio culturale","Other support activities for cultural heritage","Sonstige unterstützende Tätigkeiten für das kulturelle Erbe","6"
"914","91.4","Attività di orti botanici, giardini zoologici e riserve e parchi naturali","Attività di orti botanici, giardini zoologici e riserve e parchi naturali","Botanical and zoological garden and nature reserve activities","Botanische und zoologische Gärten sowie Naturparks","3"
"9141","91.41","Attività di orti botanici e giardini zoologici","Attività di orti botanici e giardini zoologici","Botanical and zoological garden activities","Botanische und zoologische Gärten","4"
"91410","91.41.0","Attività di orti botanici e giardini zoologici","Attività di orti botanici e giardini zoologici","Botanical and zoological garden activities","Botanische und zoologische Gärten","5"
"914100","91.41.00","Attività di orti botanici e giardini zoologici","Attività di orti botanici e giardini zoologici","Botanical and zoological garden activities","Botanische und zoologische Gärten","6"
"9142","91.42","Attività di riserve e parchi naturali","Attività di riserve e parchi naturali","Nature reserve activities","Naturparks","4"
"91420","91.42.0","Attività di riserve e parchi naturali","Attività di riserve e parchi naturali","Nature reserve activities","Naturparks","5"
"914200","91.42.00","Attività di riserve e parchi naturali","Attività di riserve e parchi naturali","Nature reserve activities","Naturparks","6"
"92","92","Attività di scommesse, lotterie e altri giochi d'azzardo","Attività di scommesse, lotterie e altri giochi d'azzardo","Gambling and betting activities","Spiel-, Wett- und Lotteriewesen","2"
"920","92.0","Attività di scommesse, lotterie e altri giochi d'azzardo","Attività di scommesse, lotterie e altri giochi d'azzardo","Gambling and betting activities","Spiel-, Wett- und Lotteriewesen","3"
"9200","92.00","Attività di scommesse, lotterie e altri giochi d'azzardo","Attività di scommesse, lotterie e altri giochi d'azzardo","Gambling and betting activities","Spiel-, Wett- und Lotteriewesen","4"
"92000","92.00.0","Attività di scommesse, lotterie e altri giochi d'azzardo","Attività di scommesse, lotterie e altri giochi d'azzardo","Gambling and betting activities","Spiel-, Wett- und Lotteriewesen","5"
"920001","92.00.01","Gestione di apparecchi che consentono vincite in denaro funzionanti a moneta o a gettone","Gestione di apparecchi che consentono vincite in denaro funzionanti a moneta o a gettone","Operation (exploitation) of coin- or token-operated gambling machines","Betrieb von Glücksspielautomaten mit Münzen- oder Wertmarkeneinwurf, die keine Geldgewinne vorsehen","6"
"920009","92.00.09","Altre attività di scommesse, lotterie e altri giochi d'azzardo","Altre attività di scommesse, lotterie e altri giochi d'azzardo","Other gambling and betting activities","Sonstige Tätigkeiten im Spiel-, Wett- und Lotteriewesen","6"
"93","93","Attività sportive, di intrattenimento e divertimento","Attività sportive, di intrattenimento e divertimento","Sports activities and amusement and recreation activities","Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung","2"
"931","93.1","Attività sportive","Attività sportive","Sports activities","Erbringung von Dienstleistungen des Sports","3"
"9311","93.11","Gestione di impianti sportivi","Gestione di impianti sportivi","Operation of sports facilities","Betrieb von Sportanlagen","4"
"93111","93.11.1","Gestione di piscine","Gestione di piscine","Operation of swimming pools","Betrieb von Schwimmbädern","5"
"931110","93.11.10","Gestione di piscine","Gestione di piscine","Operation of swimming pools","Betrieb von Schwimmbädern","6"
"93119","93.11.9","Gestione di altri impianti sportivi","Gestione di altri impianti sportivi","Operation of other sports facilities","Betrieb von sonstigen Sportanlagen","5"
"931190","93.11.90","Gestione di altri impianti sportivi","Gestione di altri impianti sportivi","Operation of other sports facilities","Betrieb von sonstigen Sportanlagen","6"
"9312","93.12","Attività dei club sportivi","Attività dei club sportivi","Activities of sports clubs","Sportvereine","4"
"93120","93.12.0","Attività dei club sportivi","Attività dei club sportivi","Activities of sports clubs","Sportvereine","5"
"931200","93.12.00","Attività dei club sportivi","Attività dei club sportivi","Activities of sports clubs","Sportvereine","6"
"9313","93.13","Attività dei centri di fitness","Attività dei centri di fitness","Activities of fitness centres","Fitnesszentren","4"
"93130","93.13.0","Attività dei centri di fitness","Attività dei centri di fitness","Activities of fitness centres","Fitnesszentren","5"
"931301","93.13.01","Attività di studi di yoga, pilates e Tai Chi","Attività di studi di yoga, pilates e Tai Chi","Activities of yoga, pilates and tai chi studios","Yoga-, Pilates- und Tai-Chi-Zentren","6"
"931309","93.13.09","Altre attività dei centri di fitness","Altre attività dei centri di fitness","Other activities of fitness centres","Sonstige Fitnesszentren","6"
"9319","93.19","Attività sportive n.c.a.","Attività sportive n.c.a.","Sports activities n.e.c.","Erbringung von Dienstleistungen des Sports a. n. g.","4"
"93191","93.19.1","Attività di organizzazioni ed enti sportivi e promozione di eventi sportivi","Attività di organizzazioni ed enti sportivi e promozione di eventi sportivi","Activities of sport governing bodies and activities related to promotion of sporting events","Körperschaften und Vereinigungen im Sportbereich und in der Organisation von Sportveranstaltungen","5"
"931910","93.19.10","Attività di organizzazioni ed enti sportivi e promozione di eventi sportivi","Attività di organizzazioni ed enti sportivi e promozione di eventi sportivi","Activities of sport governing bodies and activities related to promotion of sporting events","Körperschaften und Vereinigungen im Sportbereich und in der Organisation von Sportveranstaltungen","6"
"93199","93.19.9","Altre attività sportive n.c.a.","Altre attività sportive n.c.a.","Other sports activities n.e.c.","Erbringung von sonstigen Dienstleistungen des Sports a. n. g.","5"
"931991","93.19.91","Attività di ricarica di bombole per attività subacquee","Attività di ricarica di bombole per attività subacquee","Refilling of scuba diving tanks activities","Nachfüllen von Sauerstoffflaschen für Taucher","6"
"931992","93.19.92","Attività di guida alpina","Attività di guida alpina","Activities of mountain guides","Bergführer","6"
"931993","93.19.93","Attività di guida di pesca","Attività di guida di pesca","Activities of fishing guides","Angelführer","6"
"931999","93.19.99","Altre attività sportive varie n.c.a.","Altre attività sportive varie n.c.a.","Other various sports activities n.e.c.","Erbringung von allen anderen Dienstleistungen des Sports a. n. g.","6"
"932","93.2","Attività di intrattenimento e divertimento","Attività di intrattenimento e divertimento","Amusement and recreation activities","Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung","3"
"9321","93.21","Attività dei parchi di divertimento e dei parchi tematici","Attività dei parchi di divertimento e dei parchi tematici","Activities of amusement parks and theme parks","Vergnügungs- und Themenparks","4"
"93210","93.21.0","Attività dei parchi di divertimento e dei parchi tematici","Attività dei parchi di divertimento e dei parchi tematici","Activities of amusement parks and theme parks","Vergnügungs- und Themenparks","5"
"932100","93.21.00","Attività dei parchi di divertimento e dei parchi tematici","Attività dei parchi di divertimento e dei parchi tematici","Activities of amusement parks and theme parks","Vergnügungs- und Themenparks","6"
"9329","93.29","Attività di intrattenimento e divertimento n.c.a.","Attività di intrattenimento e divertimento n.c.a.","Amusement and recreation activities n.e.c.","Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung a. n. g.","4"
"93291","93.29.1","Gestione di piste e sale da ballo","Gestione di piste e sale da ballo","Operation of dance floors and ballrooms","Betrieb von Tanzlokalen","5"
"932910","93.29.10","Gestione di piste e sale da ballo","Gestione di piste e sale da ballo","Operation of dance floors and ballrooms","Betrieb von Tanzlokalen","6"
"93292","93.29.2","Gestione di stabilimenti balneari","Gestione di stabilimenti balneari","Operation of bathing beaches","Betrieb von Badeanstalten","5"
"932920","93.29.20","Gestione di stabilimenti balneari","Gestione di stabilimenti balneari","Operation of bathing beaches","Betrieb von Badeanstalten","6"
"93293","93.29.3","Gestione di apparecchi da intrattenimento che non consentono vincite in denaro funzionanti a moneta o a gettone","Gestione di apparecchi da intrattenimento che non consentono vincite in denaro funzionanti a moneta o a gettone","Operation of coin-operated or token-operated non-money-winning amusement machines","Betrieb von Unterhaltungsspielgeräten mit Münzen- oder Wertmarkeneinwurf, die keine Geldgewinne vorsehen","5"
"932930","93.29.30","Gestione di apparecchi da intrattenimento che non consentono vincite in denaro funzionanti a moneta o a gettone","Gestione di apparecchi da intrattenimento che non consentono vincite in denaro funzionanti a moneta o a gettone","Operation of coin-operated or token-operated non-money-winning amusement machines","Betrieb von Unterhaltungsspielgeräten mit Münzen- oder Wertmarkeneinwurf, die keine Geldgewinne vorsehen","6"
"93299","93.29.9","Altre attività di intrattenimento e divertimento n.c.a.","Altre attività di intrattenimento e divertimento n.c.a.","Other amusement and recreation activities n.e.c.","Erbringung von sonstigen weiteren Dienstleistungen der Unterhaltung und der Erholung a. n. g.","5"
"932991","93.29.91","Gestione di attrazioni e attività di spettacolo in forma itinerante","Gestione di attrazioni e attività di spettacolo in forma itinerante","Non-permanent and non-site-based operation of a variety of attractions","Betrieb von wandernden Attraktionen und Schauspieltätigkeiten","6"
"932999","93.29.99","Altre attività varie di intrattenimento e divertimento n.c.a.","Altre attività varie di intrattenimento e divertimento n.c.a.","Other various amusement and recreation activities n.e.c.","Erbringung von allen anderen Dienstleistungen der Unterhaltung und der Erholung a. n. g.","6"
"94","94","Attività delle organizzazioni associative","Attività delle organizzazioni associative","Activities of membership organisations","Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen, ohne Sozialwesen und Sport","2"
"941","94.1","Attività di organizzazioni di imprese, dei datori di lavoro e professionali","Attività di organizzazioni di imprese, dei datori di lavoro e professionali","Activities of business, employers and professional membership organisations","Wirtschafts- und Arbeitgeberverbände, Berufsorganisationen","3"
"9411","94.11","Attività di organizzazioni di imprese e dei datori di lavoro","Attività di organizzazioni di imprese e dei datori di lavoro","Activities of business and employers membership organisations","Wirtschafts- und Arbeitgeberverbände","4"
"94110","94.11.0","Attività di organizzazioni di imprese e dei datori di lavoro","Attività di organizzazioni di imprese e dei datori di lavoro","Activities of business and employers membership organisations","Wirtschafts- und Arbeitgeberverbände","5"
"941100","94.11.00","Attività di organizzazioni di imprese e dei datori di lavoro","Attività di organizzazioni di imprese e dei datori di lavoro","Activities of business and employers membership organisations","Wirtschafts- und Arbeitgeberverbände","6"
"9412","94.12","Attività delle organizzazioni professionali","Attività delle organizzazioni professionali","Activities of professional membership organisations","Berufsorganisationen","4"
"94121","94.12.1","Attività di ordini e collegi professionali","Attività di ordini e collegi professionali","Activities of professional membership organisations whose membership as members is essential for the practice of the profession","Berufskammern und -kollegien","5"
"941210","94.12.10","Attività di ordini e collegi professionali","Attività di ordini e collegi professionali","Activities of professional membership organisations whose membership as members is essential for the practice of the profession","Berufskammern und -kollegien","6"
"94122","94.12.2","Attività di associazioni professionali","Attività di associazioni professionali","Activities of other professional membership organisations","Berufsverbände","5"
"941220","94.12.20","Attività di associazioni professionali","Attività di associazioni professionali","Activities of other professional membership organisations","Berufsverbände","6"
"942","94.2","Attività dei sindacati di lavoratori","Attività dei sindacati di lavoratori","Activities of trade unions","Arbeitnehmervereinigungen","3"
"9420","94.20","Attività dei sindacati di lavoratori","Attività dei sindacati di lavoratori","Activities of trade unions","Arbeitnehmervereinigungen","4"
"94200","94.20.0","Attività dei sindacati di lavoratori","Attività dei sindacati di lavoratori","Activities of trade unions","Arbeitnehmervereinigungen","5"
"942000","94.20.00","Attività dei sindacati di lavoratori","Attività dei sindacati di lavoratori","Activities of trade unions","Arbeitnehmervereinigungen","6"
"949","94.9","Attività di altre organizzazioni associative","Attività di altre organizzazioni associative","Activities of other membership organisations","Kirchliche Vereinigungen; politische Parteien sowie sonstige Interessenvertretungen und Vereinigungen","3"
"9491","94.91","Attività delle organizzazioni religiose","Attività delle organizzazioni religiose","Activities of religious organisations","Kirchliche und sonstige religiöse Vereinigungen","4"
"94910","94.91.0","Attività delle organizzazioni religiose","Attività delle organizzazioni religiose","Activities of religious organisations","Kirchliche und sonstige religiöse Vereinigungen","5"
"949100","94.91.00","Attività delle organizzazioni religiose","Attività delle organizzazioni religiose","Activities of religious organisations","Kirchliche und sonstige religiöse Vereinigungen","6"
"9492","94.92","Attività delle organizzazioni politiche","Attività delle organizzazioni politiche","Activities of political organisations","Politische Parteien und Vereinigungen","4"
"94920","94.92.0","Attività delle organizzazioni politiche","Attività delle organizzazioni politiche","Activities of political organisations","Politische Parteien und Vereinigungen","5"
"949200","94.92.00","Attività delle organizzazioni politiche","Attività delle organizzazioni politiche","Activities of political organisations","Politische Parteien und Vereinigungen","6"
"9499","94.99","Attività di altre organizzazioni associative n.c.a.","Attività di altre organizzazioni associative n.c.a.","Activities of other membership organisations n.e.c.","Sonstige Interessenvertretungen und Vereinigungen a. n. g.","4"
"94991","94.99.1","Attività di organizzazioni associative per la tutela degli interessi e dei diritti dei cittadini","Attività di organizzazioni associative per la tutela degli interessi e dei diritti dei cittadini","Activities of organisations for the protection of citizens and consumers","Vereinigungen zum Schutz der Bürgerinteressen und -rechte","5"
"949910","94.99.10","Attività di organizzazioni associative per la tutela degli interessi e dei diritti dei cittadini","Attività di organizzazioni associative per la tutela degli interessi e dei diritti dei cittadini","Activities of organisations for the protection of citizens and consumers","Vereinigungen zum Schutz der Bürgerinteressen und -rechte","6"
"94992","94.99.2","Attività di organizzazioni associative culturali e ricreative","Attività di organizzazioni associative culturali e ricreative","Activities of cultural and recreational organisations","Kultur- und Freizeitvereine","5"
"949920","94.99.20","Attività di organizzazioni associative culturali e ricreative","Attività di organizzazioni associative culturali e ricreative","Activities of cultural and recreational organisations","Kultur- und Freizeitvereine","6"
"94993","94.99.3","Attività di organizzazioni associative a scopo patriottico","Attività di organizzazioni associative a scopo patriottico","Activities of organisations for patriotic purposes","Vereinigungen mit patriotischen Zielsetzungen","5"
"949930","94.99.30","Attività di organizzazioni associative a scopo patriottico","Attività di organizzazioni associative a scopo patriottico","Activities of organisations for patriotic purposes","Vereinigungen mit patriotischen Zielsetzungen","6"
"94994","94.99.4","Attività di organizzazioni associative per la cooperazione internazionale","Attività di organizzazioni associative per la cooperazione internazionale","Activities of international cooperation and solidarity organisations","Vereinigungen für die internationale Zusammenarbeit und Solidarität","5"
"949940","94.99.40","Attività di organizzazioni associative per la cooperazione internazionale","Attività di organizzazioni associative per la cooperazione internazionale","Activities of international cooperation and solidarity organisations","Vereinigungen für die internationale Zusammenarbeit und Solidarität","6"
"94995","94.99.5","Attività di organizzazioni associative filantropiche","Attività di organizzazioni associative filantropiche","Activities of philanthropic and voluntarism promotion organisations","Philanthropische Vereinigungen","5"
"949950","94.99.50","Attività di organizzazioni associative filantropiche","Attività di organizzazioni associative filantropiche","Activities of philanthropic and voluntarism promotion organisations","Philanthropische Vereinigungen","6"
"94996","94.99.6","Attività di organizzazioni associative per la promozione e la difesa degli animali e dell'ambiente","Attività di organizzazioni associative per la promozione e la difesa degli animali e dell'ambiente","Activities of organisations for the protection of environmental and animals","Tier- und Umweltschutzvereine","5"
"949960","94.99.60","Attività di organizzazioni associative per la promozione e la difesa degli animali e dell'ambiente","Attività di organizzazioni associative per la promozione e la difesa degli animali e dell'ambiente","Activities of organisations for the protection of environmental and animals","Tier- und Umweltschutzvereine","6"
"94999","94.99.9","Attività di altre organizzazioni associative varie n.c.a.","Attività di altre organizzazioni associative varie n.c.a.","Activities of other various membership organisations n.e.c.","Sonstige verschiedene Interessenvertretungen und Vereinigungen a. n. g.","5"
"949990","94.99.90","Attività di altre organizzazioni associative varie n.c.a.","Attività di altre organizzazioni associative varie n.c.a.","Activities of other various membership organisations n.e.c.","Sonstige verschiedene Interessenvertretungen und Vereinigungen a. n. g.","6"
"95","95","Riparazione e manutenzione di computer, beni per uso personale e per la casa, autoveicoli e motocicli","Riparazione e manutenzione di computer, beni per uso personale e per la casa, autoveicoli e motocicli","Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles","Reparatur und Instandhaltung von Datenverarbeitungsgeräten und Gebrauchsgütern sowie von Kraftwagen und Krafträdern","2"
"951","95.1","Riparazione e manutenzione di computer e di apparecchiature per le comunicazioni","Riparazione e manutenzione di computer e di apparecchiature per le comunicazioni","Repair and maintenance of computers and communication equipment","Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten","3"
"9510","95.10","Riparazione e manutenzione di computer e di apparecchiature per le comunicazioni","Riparazione e manutenzione di computer e di apparecchiature per le comunicazioni","Repair and maintenance of computers and communication equipment","Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten","4"
"95101","95.10.1","Riparazione e manutenzione di computer e periferiche","Riparazione e manutenzione di computer e periferiche","Repair and maintenance of computers and peripheral equipment","Reparatur und Instandhaltung von Datenverarbeitungsgeräten und peripheren Geräten","5"
"951010","95.10.10","Riparazione e manutenzione di computer e periferiche","Riparazione e manutenzione di computer e periferiche","Repair and maintenance of computers and peripheral equipment","Reparatur und Instandhaltung von Datenverarbeitungsgeräten und peripheren Geräten","6"
"95102","95.10.2","Riparazione e manutenzione di apparecchiature per le comunicazioni","Riparazione e manutenzione di apparecchiature per le comunicazioni","Repair and maintenance of communication equipment","Reparatur und Instandhaltung von Telekommunikationsgeräten","5"
"951021","95.10.21","Riparazione e manutenzione di telefoni e tablet","Riparazione e manutenzione di telefoni e tablet","Repair and maintenance of telephones and tablets","Reparatur und Instandhaltung von Telefongeräten und Tablets","6"
"951029","95.10.29","Riparazione e manutenzione di altre apparecchiature per le comunicazioni","Riparazione e manutenzione di altre apparecchiature per le comunicazioni","Repair and maintenance of other communication equipment","Reparatur und Instandhaltung von sonstigen Telekommunikationsgeräten","6"
"952","95.2","Riparazione e manutenzione di beni per uso personale e per la casa","Riparazione e manutenzione di beni per uso personale e per la casa","Repair and maintenance of personal and household goods","Reparatur und Instandhaltung von Gebrauchsgütern","3"
"9521","95.21","Riparazione e manutenzione di prodotti di elettronica di consumo","Riparazione e manutenzione di prodotti di elettronica di consumo","Repair and maintenance of consumer electronics","Reparatur und Instandhaltung von Geräten der Unterhaltungselektronik","4"
"95210","95.21.0","Riparazione e manutenzione di prodotti di elettronica di consumo","Riparazione e manutenzione di prodotti di elettronica di consumo","Repair and maintenance of consumer electronics","Reparatur und Instandhaltung von Geräten der Unterhaltungselektronik","5"
"952100","95.21.00","Riparazione e manutenzione di prodotti di elettronica di consumo","Riparazione e manutenzione di prodotti di elettronica di consumo","Repair and maintenance of consumer electronics","Reparatur und Instandhaltung von Geräten der Unterhaltungselektronik","6"
"9522","95.22","Riparazione e manutenzione di elettrodomestici e di articoli per la casa e il giardinaggio","Riparazione e manutenzione di elettrodomestici e di articoli per la casa e il giardinaggio","Repair and maintenance of household appliances and home and garden equipment","Reparatur und Instandhaltung von elektrischen Haushaltsgeräten und Gartengeräten","4"
"95220","95.22.0","Riparazione e manutenzione di elettrodomestici e di articoli per la casa e il giardinaggio","Riparazione e manutenzione di elettrodomestici e di articoli per la casa e il giardinaggio","Repair and maintenance of household appliances and home and garden equipment","Reparatur und Instandhaltung von elektrischen Haushaltsgeräten und Gartengeräten","5"
"952201","95.22.01","Riparazione e manutenzione di elettrodomestici","Riparazione e manutenzione di elettrodomestici","Repair and maintenance of household appliances","Reparatur und Instandhaltung von elektrischen Haushaltsgeräten","6"
"952202","95.22.02","Riparazione e manutenzione di articoli per la casa e il giardinaggio","Riparazione e manutenzione di articoli per la casa e il giardinaggio","Repair and maintenance of home and garden equipment","Reparatur und Instandhaltung von Haushalts- und Gartengeräten","6"
"9523","95.23","Riparazione e manutenzione di calzature e articoli in pelle","Riparazione e manutenzione di calzature e articoli in pelle","Repair and maintenance of footwear and leather goods","Reparatur und Instandhaltung von Schuhen und Lederwaren","4"
"95230","95.23.0","Riparazione e manutenzione di calzature e articoli in pelle","Riparazione e manutenzione di calzature e articoli in pelle","Repair and maintenance of footwear and leather goods","Reparatur und Instandhaltung von Schuhen und Lederwaren","5"
"952300","95.23.00","Riparazione e manutenzione di calzature e articoli in pelle","Riparazione e manutenzione di calzature e articoli in pelle","Repair and maintenance of footwear and leather goods","Reparatur und Instandhaltung von Schuhen und Lederwaren","6"
"9524","95.24","Riparazione e manutenzione di mobili e di oggetti di arredamento per la casa","Riparazione e manutenzione di mobili e di oggetti di arredamento per la casa","Repair and maintenance of furniture and home furnishings","Reparatur und Instandhaltung von Möbeln und Einrichtungsgegenständen","4"
"95240","95.24.0","Riparazione e manutenzione di mobili e di oggetti di arredamento per la casa","Riparazione e manutenzione di mobili e di oggetti di arredamento per la casa","Repair and maintenance of furniture and home furnishings","Reparatur und Instandhaltung von Möbeln und Einrichtungsgegenständen","5"
"952401","95.24.01","Rivestimento di mobili e oggetti di arredamento per la casa imbottiti","Rivestimento di mobili e oggetti di arredamento per la casa imbottiti","Reupholstering of furniture and home furnishings","Beziehen von Polstermöbeln und Einrichtungsgegenständen","6"
"952409","95.24.09","Altre attività di riparazione e manutenzione di mobili e di oggetti di arredamento per la casa","Altre attività di riparazione e manutenzione di mobili e di oggetti di arredamento per la casa","Other repair and maintenance of furniture and home furnishings","Sonstige Reparatur und Instandhaltung von Möbeln und Einrichtungsgegenständen","6"
"9525","95.25","Riparazione e manutenzione di orologi e gioielli","Riparazione e manutenzione di orologi e gioielli","Repair and maintenance of watches, clocks and jewellery","Reparatur und Instandhaltung von Uhren und Schmuck","4"
"95250","95.25.0","Riparazione e manutenzione di orologi e gioielli","Riparazione e manutenzione di orologi e gioielli","Repair and maintenance of watches, clocks and jewellery","Reparatur und Instandhaltung von Uhren und Schmuck","5"
"952500","95.25.00","Riparazione e manutenzione di orologi e gioielli","Riparazione e manutenzione di orologi e gioielli","Repair and maintenance of watches, clocks and jewellery","Reparatur und Instandhaltung von Uhren und Schmuck","6"
"9529","95.29","Riparazione e manutenzione di beni per uso personale e per la casa n.c.a.","Riparazione e manutenzione di beni per uso personale e per la casa n.c.a.","Repair and maintenance of personal and household goods n.e.c.","Reparatur und Instandhaltung von Gebrauchsgütern a. n. g.","4"
"95291","95.29.1","Riparazione e accordatura di strumenti musicali non storici","Riparazione e accordatura di strumenti musicali non storici","Repair and tuning of non-historical musical instruments","Reparatur und Stimmen von nicht-historischen Musikinstrumenten","5"
"952910","95.29.10","Riparazione e accordatura di strumenti musicali non storici","Riparazione e accordatura di strumenti musicali non storici","Repair and tuning of non-historical musical instruments","Reparatur und Stimmen von nicht-historischen Musikinstrumenten","6"
"95292","95.29.2","Riparazione e manutenzione di biciclette, articoli sportivi e attrezzature da campeggio","Riparazione e manutenzione di biciclette, articoli sportivi e attrezzature da campeggio","Repair and maintenance of bicycles, sporting goods and camping equipment","Reparatur und Instandhaltung von Fahrrädern, Sportgegenständen und Campingausrüstung","5"
"952921","95.29.21","Riparazione e manutenzione di biciclette","Riparazione e manutenzione di biciclette","Repair and maintenance of bicycles","Reparatur und Instandhaltung von Fahrrädern","6"
"952922","95.29.22","Riparazione e manutenzione di articoli sportivi e attrezzature da campeggio","Riparazione e manutenzione di articoli sportivi e attrezzature da campeggio","Repair and maintenance of sporting goods and camping equipment","Reparatur und Instandhaltung von Sportgegenständen und Campingausrüstung","6"
"95293","95.29.3","Riparazione e modifica di articoli di abbigliamento","Riparazione e modifica di articoli di abbigliamento","Repair and alteration of clothing","Änderungen und Reparatur von Bekleidungsstücken","5"
"952930","95.29.30","Riparazione e modifica di articoli di abbigliamento","Riparazione e modifica di articoli di abbigliamento","Repair and alteration of clothing","Änderungen und Reparatur von Bekleidungsstücken","6"
